3,5,1
3,92,1
3,6,1
3,207,1
3,123,1
3,287,1
3,103,1
3,34,1
3,56,1
3,142,1
3,120,1
3,351,1
3,333,1
3,43,1
3,32,1
3,1338,1
3,170,1
3,105,1
3,818,1
3,208,1
3,974,1
3,347,1
3,93,1
3,973,1
3,1362,1
3,1547,1
3,509,1
3,197,1
3,1545,1
3,1056,1
3,492,1
3,2280,1
3,879,1
3,36,1
3,259,1
3,19,1
3,291,1
3,891,1
3,460,1
3,30,1
3,557,1
3,1849,1
3,136,1
3,1558,1
3,115,1
3,31,1
3,890,1
3,262,1
3,190,1
3,1555,1
3,7595,1
3,1361,1
3,971,1
3,1359,1
3,1061,1
3,1356,1
3,42,1
3,493,1
3,331,1
3,124,1
3,1824,1
3,621,1
3,1036,1
3,754,1
3,1054,1
3,702,1
3,1818,1
3,90,1
3,396,1
3,24,1
3,13,1
3,88,1
3,163,1
3,158,1
3,590,1
3,247,1
3,3254,1
3,1576,1
3,7380,1
3,7525,1
3,2353,1
3,638,1
3,1174,1
3,525,1
3,289,1
3,1363,1
3,2346,1
3,7512,1
3,81,1
3,7509,1
3,646,1
3,162,1
3,1839,1
3,21,1
3,244,1
3,1360,1
3,7377,1
3,2321,1
3,174,1
3,1548,1
3,1834,1
3,107,1
3,969,1
3,886,1
3,1832,1
3,641,1
3,2306,1
3,1790,1
3,1523,1
3,63,1
3,937,1
3,632,1
3,2300,1
3,1175,1
3,752,1
3,2295,1
3,394,1
3,2291,1
3,1536,1
3,358,1
3,1339,1
3,748,1
3,1816,1
3,7,1
3,29,1
3,7336,1
3,1347,1
3,290,1
3,87,1
3,72,1
3,3328,1
3,720,1
3,650,1
3,1379,1
3,309,1
3,3275,1
3,1336,1
3,345,1
3,295,1
3,3260,1
3,1375,1
3,97,1
3,2903,1
3,7390,1
3,12,1
3,753,1
3,1853,1
3,1184,1
3,3221,1
3,1560,1
3,1358,1
3,7341,1
3,203,1
3,3198,1
3,976,1
3,1063,1
3,454,1
3,3203,1
3,3200,1
3,1367,1
3,433,1
3,2053,1
3,3181,1
3,288,1
3,2263,1
3,757,1
3,49,1
3,111,1
3,1843,1
3,2336,1
3,774,1
3,3132,1
3,1059,1
3,2332,1
3,2334,1
3,3154,1
3,691,1
3,2328,1
3,1550,1
3,1060,1
3,286,1
3,2331,1
3,205,1
3,7431,1
3,1459,1
3,2315,1
3,27,1
3,1837,1
3,135,1
3,1835,1
3,173,1
3,125,1
3,815,1
3,10,1
3,7432,1
3,1815,1
3,3127,1
3,1836,1
3,296,1
3,266,1
3,703,1
3,1456,1
3,7406,1
3,242,1
3,3105,1
3,2311,1
3,320,1
3,40,1
3,1129,1
3,1147,1
3,2308,1
3,955,1
3,755,1
3,5679,1
3,885,1
3,100,1
3,53,1
3,2298,1
3,3087,1
3,228,1
3,1274,1
3,227,1
3,1348,1
3,75,1
3,2285,1
3,883,1
3,8,1
3,199,1
3,2290,1
3,11,1
3,656,1
3,62,1
3,877,1
3,95,1
3,701,1
3,1524,1
3,1043,1
3,116,1
3,749,1
3,3049,1
3,876,1
3,172,1
3,7604,1
97,4,1
215,302,1
479,7552,1
302,168,1
39,77,1
381,423,1
148,381,1
7603,150,1
40,311,1
312,23,1
31,148,1
131,562,1
859,45,1
437,131,1
23,501,1
37,91,1
136,54,1
25,119,1
9,312,1
777,626,1
1398,17,1
17,683,1
77,74,1
1445,479,1
1009,39,1
423,1239,1
510,1109,1
65,510,1
420,777,1
63,65,1
224,508,1
7582,534,1
16,420,1
311,7401,1
562,437,1
223,16,1
1230,223,1
74,106,1
54,1230,1
113,37,1
119,1270,1
683,159,1
231,25,1
1239,177,1
72,215,1
567,1678,1
508,1445,1
139,578,1
466,1009,1
534,572,1
1085,202,1
236,1108,1
771,1107,1
150,1398,1
106,567,1
561,274,1
768,654,1
121,661,1
168,466,1
1270,910,1
159,1091,1
177,1602,1
1264,365,1
578,841,1
3774,84,1
1003,379,1
367,251,1
1107,917,1
661,270,1
274,561,1
654,710,1
910,121,1
1091,113,1
1401,583,1
84,1702,1
531,1691,1
237,489,1
270,2201,1
45,361,1
501,47,1
710,9,1
91,386,1
583,140,1
1702,7327,1
3356,1264,1
95,356,1
22,2024,1
21,727,1
11,1010,1
47,781,1
156,2017,1
733,2002,1
356,3774,1
1678,664,1
1010,1003,1
7596,367,1
781,181,1
2017,1634,1
2002,326,1
572,538,1
202,1233,1
664,1615,1
1636,536,1
181,1621,1
326,1415,1
341,323,1
538,1611,1
88,1088,1
1233,609,1
111,1085,1
2492,236,1
536,145,1
1621,366,1
1415,771,1
323,711,1
1611,380,1
609,153,1
353,419,1
366,468,1
848,193,1
1602,237,1
365,250,1
249,768,1
419,439,1
841,99,1
468,2103,1
193,3356,1
917,2405,1
250,411,1
99,807,1
1816,2997,1
2103,178,1
2405,67,1
394,1038,1
227,521,1
396,1322,1
411,265,1
1054,2868,1
807,1025,1
178,1295,1
67,1737,1
1038,1139,1
489,156,1
347,35,1
38,2740,1
265,733,1
2201,26,1
361,2709,1
1295,117,1
1737,859,1
1139,2001,1
386,1636,1
140,1642,1
117,918,1
727,2511,1
2001,341,1
449,570,1
1108,716,1
1642,313,1
1109,718,1
918,2492,1
2511,1218,1
570,1086,1
716,2485,1
313,109,1
718,139,1
1615,535,1
1218,2467,1
1086,2468,1
2485,2465,1
109,401,1
7569,353,1
1088,224,1
535,772,1
2467,2454,1
2468,848,1
2465,773,1
401,842,1
772,249,1
2454,2442,1
773,7550,1
711,840,1
7550,2439,1
842,1908,1
153,512,1
2442,531,1
840,1087,1
2439,1909,1
379,446,1
1908,532,1
512,1209,1
251,231,1
1087,7589,1
1909,7569,1
446,7582,1
532,211,1
1209,7596,1
439,46,1
10,248,1
4,435,1
4,191,1
4,68,1
4,335,1
4,59,1
4,58,1
4,982,1
4,85,1
4,61,1
4,826,1
4,122,1
4,1872,1
4,391,1
4,1068,1
4,893,1
4,96,1
4,434,1
4,118,1
4,1372,1
4,1192,1
4,1373,1
4,1535,1
4,198,1
4,82,1
4,238,1
4,3336,1
4,602,1
4,3307,1
4,154,1
4,2395,1
4,599,1
4,3206,1
4,245,1
4,1819,1
4,3309,1
4,310,1
4,695,1
4,1156,1
4,280,1
4,33,1
4,3009,1
4,462,1
4,146,1
4,2386,1
4,597,1
4,2360,1
4,2354,1
4,1194,1
4,2333,1
4,825,1
4,1065,1
4,1378,1
4,1868,1
4,684,1
4,336,1
4,216,1
4,1854,1
4,1376,1
4,801,1
4,692,1
4,7444,1
4,1859,1
4,3236,1
4,988,1
4,2363,1
4,3231,1
4,979,1
4,706,1
4,1491,1
4,2335,1
4,395,1
4,7568,1
4,1551,1
4,1176,1
4,2397,1
4,7559,1
4,2408,1
4,7578,1
4,7591,1
4,416,1
4,7503,1
4,7480,1
4,7479,1
4,7510,1
4,7532,1
4,7522,1
4,7523,1
4,338,1
4,7544,1
4,7447,1
4,7521,1
4,7477,1
4,384,1
4,7575,1
4,255,1
4,3516,1
4,7423,1
4,7485,1
4,759,1
4,946,1
4,7585,1
4,7563,1
4,3133,1
4,7433,1
4,7516,1
4,7457,1
4,314,1
4,7514,1
4,138,1
4,1069,1
4,809,1
4,112,1
4,1057,1
4,1395,1
4,1371,1
4,41,1
4,1546,1
4,524,1
4,1350,1
